id_aluno,id_curso,id_grupo,id_modalidade,id_turno,id_status,curso,grupo,modalidade,turno,status_matricula,dt_matricula,dt_cancelamento,motivo_cancelamento,idade,genero,mensalidade,desconto,mensalidade_paga
7836,12,5,1,3,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2021-09-01,,,34,F,998.42,0.22,778.77
7837,40,1,1,2,2,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,CANCELADO,2021-09-01,2023-03-25,TRANSFERENCIA,46,F,4479.05,0.58,1881.2
7838,18,5,1,3,4,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2023-06-07,,28,F,4669.83,0.6,1867.93
7839,6,7,1,2,3,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,FORMADO,2021-09-01,,,18,F,3819.48,0.33,2559.05
7840,81,9,3,3,2,REDES DE COMPUTADORES,TI E COMPUTACAO,EAD,NOITE,CANCELADO,2021-09-01,2022-10-05,EMPREGO,53,F,3694.19,0.01,3657.25
7841,42,1,3,3,2,SERVIÇOS NOTARIAIS E REGISTRAIS,CIENCIAS JURIDICAS,EAD,NOITE,CANCELADO,2021-09-01,2023-04-17,TRANSFERENCIA,38,M,4075.46,0.24,3097.35
7842,71,4,3,3,4,MARKETING (TECNOLOGO),GESTAO E NEGOCIOS,EAD,NOITE,TRANCADO,2021-09-01,2023-06-29,,38,F,2884.8,0.02,2827.1
7843,16,5,1,2,2,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2021-09-01,2021-12-06,INADIMPLENCIA,38,F,2247.01,0.13,1954.9
7844,19,5,2,3,1,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,MATRICULADO,2021-09-01,,,21,M,4174.25,0.05,3965.54
7845,54,10,1,3,4,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2022-04-23,,34,F,1963.33,0.27,1433.23
7846,36,1,3,3,4,DIREITO,CIENCIAS JURIDICAS,EAD,NOITE,TRANCADO,2021-09-01,2022-11-04,,29,M,4790.08,0.53,2251.34
7847,56,10,2,2,4,ENGENHARIA ELETRICA,ENGENHARIAS,SEMIPRESENCIAL,TARDE,TRANCADO,2021-09-01,2023-11-26,,31,F,3264.09,0.01,3231.45
7848,29,6,1,3,4,LETRAS - LINGUA PORTUGUESA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2023-02-20,,43,F,611.52,0.18,501.45
7849,13,5,1,2,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2021-09-01,2023-12-07,EMPREGO,32,M,4011.14,0.18,3289.13
7850,14,5,2,2,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,FORMADO,2021-09-01,,,34,M,4201.37,0.31,2898.95
7851,56,10,1,2,4,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2021-09-01,2023-12-18,,47,M,4206.74,0.54,1935.1
7852,52,10,3,2,2,ENGENHARIA CIVIL,ENGENHARIAS,EAD,TARDE,CANCELADO,2021-09-01,2022-01-12,INADIMPLENCIA,39,F,2145.58,0.35,1394.63
7853,53,10,2,2,4,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,TRANCADO,2021-09-01,2023-08-31,,21,M,4943.46,0.13,4300.81
7854,9,8,1,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,FORMADO,2021-09-01,,,33,M,1740.58,0.51,852.88
7855,80,9,1,3,3,JOGOS DIGITAIS,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2021-09-01,,,55,F,781.76,0.59,320.52
7856,16,5,1,2,4,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,TRANCADO,2021-09-01,2023-12-29,,30,M,655.24,0.0,655.24
7857,53,10,1,3,3,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2021-09-01,,,47,F,2154.42,0.6,861.77
7858,76,9,1,2,4,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,TRANCADO,2021-09-01,2023-01-13,,55,F,1734.42,0.54,797.83
7859,13,5,3,3,1,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,MATRICULADO,2021-09-01,,,54,M,2371.55,0.54,1090.91
7860,45,2,1,2,1,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,MATRICULADO,2021-09-01,,,50,M,3104.45,0.26,2297.29
7861,38,1,1,3,1,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2021-09-01,,,42,M,3567.45,0.07,3317.73
7862,18,5,1,3,4,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2023-08-03,,21,F,777.2,0.25,582.9
7863,1,7,1,2,1,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,MATRICULADO,2021-09-01,,,26,F,3939.08,0.18,3230.05
7864,12,5,3,1,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,MANHA,FORMADO,2021-09-01,,,42,F,3290.27,0.29,2336.09
7865,50,2,1,3,2,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,NOITE,CANCELADO,2021-09-01,2022-12-21,EMPREGO,46,M,3990.77,0.31,2753.63
7866,8,7,1,2,2,DESIGN GRAFICO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,CANCELADO,2021-09-01,2023-10-25,EMPREGO,51,F,1558.7,0.16,1309.31
7867,14,5,1,1,3,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,FORMADO,2021-09-01,,,30,M,4426.59,0.27,3231.41
7868,3,7,2,3,2,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,CANCELADO,2021-09-01,2022-04-01,EMPREGO,18,F,4382.95,0.59,1797.01
7869,4,7,1,3,4,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2021-09-08,,42,F,2089.67,0.05,1985.19
7870,16,5,1,1,2,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,MANHA,CANCELADO,2021-09-01,2022-05-20,TRANSFERENCIA,34,F,2156.16,0.54,991.83
7871,11,8,1,3,4,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2022-09-06,,55,M,3992.39,0.34,2634.98
7872,9,8,3,3,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,EAD,NOITE,FORMADO,2021-09-01,,,44,M,3912.24,0.6,1564.9
7873,5,7,1,2,4,DESIGN DE INTERIORES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,TRANCADO,2021-09-01,2021-10-19,,42,F,1690.46,0.16,1419.99
7874,80,9,1,3,4,JOGOS DIGITAIS,TI E COMPUTACAO,PRESENCIAL,NOITE,TRANCADO,2021-09-01,2022-10-31,,19,F,4749.23,0.4,2849.54
7875,53,10,2,2,4,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,SEMIPRESENCIAL,TARDE,TRANCADO,2021-09-01,2021-10-06,,52,M,2003.15,0.05,1902.99
7876,37,1,3,2,2,MEDIACAO,CIENCIAS JURIDICAS,EAD,TARDE,CANCELADO,2021-10-01,2023-01-14,INADIMPLENCIA,34,M,3035.86,0.02,2975.14
7877,39,1,2,2,3,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,FORMADO,2021-10-01,,,23,F,1676.29,0.35,1089.59
7878,15,5,3,3,3,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,FORMADO,2021-10-01,,,55,M,4585.1,0.15,3897.34
7879,76,9,3,3,3,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,EAD,NOITE,FORMADO,2021-10-01,,,22,F,1497.32,0.24,1137.96
7880,10,8,1,1,1,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,MANHA,MATRICULADO,2021-10-01,,,46,M,3194.79,0.16,2683.62
7881,7,7,2,3,2,DESIGN DE PRODUTO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-05-26,TRANSFERENCIA,41,M,2042.39,0.18,1674.76
7882,21,5,1,2,2,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2022-06-09,DESISTENCIA,19,F,825.87,0.46,445.97
7883,15,5,1,2,2,ENFERMAGEM,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2022-05-18,EMPREGO,27,M,1235.08,0.11,1099.22
7884,53,10,1,3,1,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,35,F,1520.14,0.4,912.08
7885,3,7,3,2,2,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,EAD,TARDE,CANCELADO,2021-10-01,2023-09-25,EMPREGO,28,F,3859.11,0.24,2932.92
7886,76,9,1,2,2,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2023-08-31,INADIMPLENCIA,27,M,1765.0,0.32,1200.2
7887,76,9,1,3,2,ANALISE E DESENVOLVIMENTO DE SISTEMAS,TI E COMPUTACAO,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2022-11-13,EMPREGO,46,F,4589.69,0.4,2753.81
7888,27,6,1,3,1,HISTORIA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,23,F,4078.82,0.1,3670.94
7889,4,7,1,2,3,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,50,F,4421.48,0.16,3714.04
7890,39,1,1,2,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2021-10-01,,,26,F,3626.04,0.51,1776.76
7891,19,5,3,3,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,CANCELADO,2021-10-01,2022-08-09,INADIMPLENCIA,44,M,3599.5,0.23,2771.62
7892,4,7,2,3,2,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,CANCELADO,2021-10-01,2022-09-02,EMPREGO,44,F,3755.04,0.09,3417.09
7893,37,1,2,3,2,MEDIACAO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-08-11,INSATISFACAO,46,F,4430.45,0.45,2436.75
7894,9,8,1,2,4,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,TRANCADO,2021-10-01,2023-08-13,,44,M,2568.47,0.3,1797.93
7895,83,9,1,2,3,SISTEMAS DE INFORMACAO,TI E COMPUTACAO,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,31,F,2306.64,0.39,1407.05
7896,3,7,1,1,3,DESIGN DE ANIMACAO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,MANHA,FORMADO,2021-10-01,,,48,M,3027.98,0.05,2876.58
7897,12,5,2,3,3,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,FORMADO,2021-10-01,,,34,M,512.67,0.03,497.29
7898,21,5,1,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2021-10-01,,,19,M,1155.36,0.13,1005.16
7899,19,5,1,3,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-06-21,EMPREGO,30,M,1429.68,0.43,814.92
7900,6,7,2,3,1,DESIGN DE MODA,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,33,F,4675.08,0.15,3973.82
7901,19,5,3,3,2,FONOAUDIOLOGIA,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,NOITE,CANCELADO,2021-10-01,2023-10-03,INADIMPLENCIA,18,M,3901.0,0.1,3510.9
7902,8,7,2,1,3,DESIGN GRAFICO,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,MANHA,FORMADO,2021-10-01,,,36,F,3716.86,0.56,1635.42
7903,38,1,1,3,4,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2022-03-21,,43,M,1326.02,0.0,1326.02
7904,78,9,1,3,3,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2021-10-01,,,34,M,2575.21,0.58,1081.59
7905,59,10,1,2,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,29,F,1858.82,0.01,1840.23
7906,54,10,1,3,3,ENGENHARIA DE CONTROLE E AUTOMACAO,ENGENHARIAS,PRESENCIAL,NOITE,FORMADO,2021-10-01,,,42,F,528.63,0.06,496.91
7907,38,1,1,2,3,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,22,F,742.02,0.56,326.49
7908,12,5,1,2,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2022-07-25,DESISTENCIA,52,F,685.76,0.07,637.76
7909,51,10,1,3,1,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,19,M,2518.73,0.47,1334.93
7910,56,10,1,3,2,ENGENHARIA ELETRICA,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-10-24,INADIMPLENCIA,29,M,2589.31,0.03,2511.63
7911,80,9,3,2,1,JOGOS DIGITAIS,TI E COMPUTACAO,EAD,TARDE,MATRICULADO,2021-10-01,,,21,F,1392.2,0.44,779.63
7912,80,9,3,3,2,JOGOS DIGITAIS,TI E COMPUTACAO,EAD,NOITE,CANCELADO,2021-10-01,2022-02-27,INSATISFACAO,41,F,4114.92,0.51,2016.31
7913,51,10,1,1,3,ENGENHARIA AMBIENTAL,ENGENHARIAS,PRESENCIAL,MANHA,FORMADO,2021-10-01,,,32,F,4845.64,0.12,4264.16
7914,1,7,1,3,2,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO E DESIGN,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2022-12-19,INADIMPLENCIA,31,F,1812.71,0.52,870.1
7915,39,1,3,3,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,EAD,NOITE,MATRICULADO,2021-10-01,,,22,M,3518.28,0.58,1477.68
7916,5,7,2,2,4,DESIGN DE INTERIORES,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,TRANCADO,2021-10-01,2023-11-04,,21,M,3076.1,0.02,3014.58
7917,20,5,3,2,3,GESTAO HOSPITALAR,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,FORMADO,2021-10-01,,,25,F,2198.57,0.26,1626.94
7918,38,1,2,2,2,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,CANCELADO,2021-10-01,2022-03-19,INADIMPLENCIA,25,F,3515.38,0.1,3163.84
7919,53,10,1,3,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-06-16,TRANSFERENCIA,18,F,4581.13,0.54,2107.32
7920,45,2,1,3,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2022-11-01,,40,F,4144.79,0.15,3523.07
7921,26,6,1,2,3,GEOGRAFIA,CIENCIAS HUMANAS,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,44,F,717.49,0.47,380.27
7922,13,5,2,2,4,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,TARDE,TRANCADO,2021-10-01,2023-10-07,,26,F,3705.37,0.13,3223.67
7923,64,4,1,2,3,GESTAO DA QUALIDADE,GESTAO E NEGOCIOS,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,46,M,3163.59,0.57,1360.34
7924,40,1,1,3,4,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2022-02-02,,28,M,884.1,0.51,433.21
7925,58,10,2,2,3,ESTATISTICA,ENGENHARIAS,SEMIPRESENCIAL,TARDE,FORMADO,2021-10-01,,,21,F,1706.17,0.59,699.53
7926,12,5,1,3,2,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2023-10-20,TRANSFERENCIA,18,M,2709.72,0.28,1951.0
7927,17,5,1,3,2,FARMACIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2021-10-01,2022-07-16,EMPREGO,41,M,2452.99,0.51,1201.97
7928,39,1,1,2,1,SEGURANCA PRIVADA,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,MATRICULADO,2021-10-01,,,34,F,3240.26,0.2,2592.21
7929,50,2,1,2,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,53,F,1957.31,0.48,1017.8
7930,87,3,1,3,1,GESTAO DE TURISMO,TURISMO E HOSPITALIDADE,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,42,M,4050.82,0.4,2430.49
7931,21,5,1,2,1,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2021-10-01,,,33,M,1500.08,0.43,855.05
7932,37,1,1,3,1,MEDIACAO,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,23,M,1906.05,0.54,876.78
7933,25,6,1,3,3,FISICA,CIENCIAS HUMANAS,PRESENCIAL,NOITE,FORMADO,2021-10-01,,,22,F,4736.42,0.54,2178.75
7934,84,9,2,2,3,SISTEMAS PARA INTERNET,TI E COMPUTACAO,SEMIPRESENCIAL,TARDE,FORMADO,2021-10-01,,,30,F,1926.28,0.57,828.3
7935,41,1,1,3,4,SERVIÇOS JUDICIAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2023-06-15,,35,M,2660.33,0.49,1356.77
7936,45,2,1,3,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2022-10-29,,38,M,1736.89,0.02,1702.15
7937,80,9,1,2,4,JOGOS DIGITAIS,TI E COMPUTACAO,PRESENCIAL,TARDE,TRANCADO,2021-10-01,2022-10-03,,18,M,1364.78,0.07,1269.25
7938,22,5,2,3,3,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,FORMADO,2021-10-01,,,39,M,4684.79,0.52,2248.7
7939,77,9,1,3,4,BIG DATA E INTELIGENCIA ANALITICA,TI E COMPUTACAO,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2023-02-22,,39,M,3640.04,0.21,2875.63
7940,43,1,1,3,1,SERVIÇOS PENAIS,CIENCIAS JURIDICAS,PRESENCIAL,NOITE,MATRICULADO,2021-10-01,,,33,F,695.93,0.03,675.05
7941,21,5,1,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2021-10-01,,,19,F,2208.31,0.05,2097.89
7942,10,8,1,2,2,GESTAO DO AGRONEGOCIO,CIENCIAS AGRARIAS E MEIO AMBIENTE,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2023-06-06,TRANSFERENCIA,26,M,4060.32,0.11,3613.68
7943,53,10,1,2,1,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2021-10-01,,,35,F,720.74,0.32,490.1
7944,4,7,2,2,2,DESIGN DE GAMES,ARQUITETURA E URBANISMO E DESIGN,SEMIPRESENCIAL,TARDE,CANCELADO,2021-10-01,2023-07-16,INSATISFACAO,29,M,2936.26,0.51,1438.77
7945,12,5,1,3,4,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,TRANCADO,2021-10-01,2021-11-02,,50,M,4314.43,0.1,3882.99
7946,65,4,2,2,1,GESTAO DE NEGOCIOS DIGITAIS,GESTAO E NEGOCIOS,SEMIPRESENCIAL,TARDE,MATRICULADO,2021-10-01,,,31,F,2055.66,0.28,1480.08
7947,38,1,3,3,3,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,EAD,NOITE,FORMADO,2021-10-01,,,33,F,3857.74,0.32,2623.26
7948,22,5,3,2,2,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,EAD,TARDE,CANCELADO,2021-10-01,2022-07-22,TRANSFERENCIA,37,M,4050.89,0.34,2673.59
7949,53,10,1,2,2,ENGENHARIA DA COMPUTACAO,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2021-10-01,2023-08-29,INADIMPLENCIA,44,F,2105.0,0.32,1431.4
7950,21,5,1,2,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2021-10-01,,,24,F,2933.87,0.54,1349.58
7951,14,5,2,3,2,EDUCACAO FISICA,CIENCIAS BIOLOGICAS E DA SAUDE,SEMIPRESENCIAL,NOITE,CANCELADO,2021-11-01,2022-03-12,DESISTENCIA,41,M,3834.09,0.04,3680.73
7952,44,2,1,2,4,CINEMA E AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2021-11-01,2023-09-29,,20,F,1843.51,0.02,1806.64
7953,52,10,3,3,2,ENGENHARIA CIVIL,ENGENHARIAS,EAD,NOITE,CANCELADO,2021-11-01,2021-12-07,TRANSFERENCIA,32,M,1575.94,0.27,1150.44
7954,78,9,1,3,3,CIENCIA DA COMPUTACAO,TI E COMPUTACAO,PRESENCIAL,NOITE,FORMADO,2021-11-01,,,32,F,3665.86,0.2,2932.69
7955,11,8,2,1,3,MEDICINA VETERINARIA,CIENCIAS AGRARIAS E MEIO AMBIENTE,SEMIPRESENCIAL,MANHA,FORMADO,2021-11-01,,,32,F,4899.41,0.52,2351.72
7956,12,5,1,2,1,BIOMEDICINA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,MATRICULADO,2021-11-01,,,54,F,1882.02,0.41,1110.39
7957,59,10,1,2,2,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,TARDE,CANCELADO,2021-11-01,2022-06-04,INADIMPLENCIA,32,M,4772.43,0.23,3674.77
7958,45,2,1,2,4,COMUNICACAO E INTELIGENCIA DE MERCADO,COMUNICACAO E ARTES,PRESENCIAL,TARDE,TRANCADO,2021-11-01,2023-12-30,,50,F,924.33,0.53,434.44
7959,18,5,1,3,1,FISIOTERAPIA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,MATRICULADO,2021-11-01,,,46,M,3220.23,0.17,2672.79
7960,50,2,1,2,3,RELACOES PUBLICAS,COMUNICACAO E ARTES,PRESENCIAL,TARDE,FORMADO,2021-11-01,,,20,M,3671.77,0.29,2606.96
7961,13,5,1,3,2,CIENCIAS BIOLOGICAS (LICENCIATURA),CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,CANCELADO,2021-11-01,2023-01-04,INADIMPLENCIA,36,F,1501.73,0.15,1276.47
7962,38,1,1,2,3,SEGURANCA NO TRANSITO,CIENCIAS JURIDICAS,PRESENCIAL,TARDE,FORMADO,2021-11-01,,,33,M,1029.43,0.2,823.54
7963,59,10,1,3,4,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,PRESENCIAL,NOITE,TRANCADO,2021-11-01,2023-04-10,,35,M,1446.95,0.12,1273.32
7964,16,5,1,2,3,ESTETICA E COMESTICA,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2021-11-01,,,42,M,3381.87,0.13,2942.23
7965,30,6,2,2,2,MATEMATICA (BACHARELADO),CIENCIAS HUMANAS,SEMIPRESENCIAL,TARDE,CANCELADO,2021-11-01,2022-06-13,INSATISFACAO,32,F,2991.16,0.57,1286.2
7966,40,1,2,2,1,SEGURANCA PUBLICA,CIENCIAS JURIDICAS,SEMIPRESENCIAL,TARDE,MATRICULADO,2021-11-01,,,37,F,1184.63,0.45,651.55
7967,47,2,1,3,3,PRODUCAO AUDIOVISUAL,COMUNICACAO E ARTES,PRESENCIAL,NOITE,FORMADO,2021-11-01,,,31,M,3719.91,0.41,2194.75
7968,57,10,1,2,1,ENGENHARIA MECANICA,ENGENHARIAS,PRESENCIAL,TARDE,MATRICULADO,2021-11-01,,,50,F,2774.56,0.22,2164.16
7969,9,8,3,2,3,GESTAO AMBIENTAL,CIENCIAS AGRARIAS E MEIO AMBIENTE,EAD,TARDE,FORMADO,2021-11-01,,,55,M,983.57,0.47,521.29
7970,22,5,1,2,3,ARTES VISUAIS,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,TARDE,FORMADO,2021-11-01,,,50,F,2531.65,0.17,2101.27
7971,36,1,3,3,3,DIREITO,CIENCIAS JURIDICAS,EAD,NOITE,FORMADO,2021-11-01,,,42,M,4910.26,0.56,2160.51
7972,52,10,1,3,2,ENGENHARIA CIVIL,ENGENHARIAS,PRESENCIAL,NOITE,CANCELADO,2021-11-01,2022-03-15,EMPREGO,35,F,1531.19,0.42,888.09
7973,58,10,1,2,4,ESTATISTICA,ENGENHARIAS,PRESENCIAL,TARDE,TRANCADO,2021-11-01,2021-12-31,,26,F,4567.93,0.05,4339.53
7974,21,5,1,3,3,NUTRICAO,CIENCIAS BIOLOGICAS E DA SAUDE,PRESENCIAL,NOITE,FORMADO,2021-11-01,,,21,F,3872.49,0.55,1742.62
7975,59,10,3,3,3,GESTAO DA PRODUCAO INDUSTRIAL,ENGENHARIAS,EAD,NOITE,FORMADO,2021-11-01,,,36,F,755.61,0.36,483.59
